frame,object_id,object_type,bbox_left_up_x,bbox_left_up_y,bbox_x_length,bbox_y_length
70,1,motorbike,897,288,49,71
70,5,motorbike,1005,295,35,55
70,9,motorbike,980,280,27,59
70,1,bigcar,327,310,71,67
71,1,smallcar,727,271,76,39
71,4,smallcar,1049,300,35,69
71,1,motorbike,893,289,49,70
71,5,motorbike,1004,295,35,56
71,9,motorbike,980,282,27,57
71,1,bigcar,327,310,71,67
72,1,smallcar,727,271,76,39
72,4,smallcar,1048,301,35,68
72,1,motorbike,891,291,48,70
72,5,motorbike,1002,295,36,56
72,9,motorbike,981,282,26,57
72,1,bigcar,327,310,71,67
73,1,smallcar,727,271,76,39
73,4,smallcar,1048,301,35,68
73,1,motorbike,888,296,45,65
73,5,motorbike,1001,296,35,55
73,9,motorbike,981,284,26,56
73,1,bigcar,327,310,71,67
74,1,smallcar,727,271,76,39
74,4,smallcar,1048,302,35,66
74,1,motorbike,885,298,44,64
74,5,motorbike,998,298,36,54
74,9,motorbike,981,285,26,55
74,1,bigcar,327,310,71,67
75,1,smallcar,727,271,76,39
75,4,smallcar,1046,300,37,69
75,1,motorbike,882,300,44,63
75,5,motorbike,992,296,39,57
75,1,bigcar,327,310,71,67
76,1,smallcar,727,271,76,39
76,4,smallcar,1048,293,32,54
76,1,motorbike,877,300,45,63
76,5,motorbike,990,297,39,56
76,1,bigcar,327,310,71,67
77,1,smallcar,727,271,76,39
77,4,smallcar,1045,299,37,63
77,1,motorbike,873,300,45,64
77,5,motorbike,985,295,41,59
77,1,bigcar,327,310,71,67
78,1,smallcar,727,271,76,39
78,4,smallcar,1043,301,39,66
78,1,motorbike,869,300,47,65
78,5,motorbike,983,296,41,58
78,1,bigcar,327,310,71,67
79,1,smallcar,727,271,76,39
79,4,smallcar,1042,300,41,69
79,1,motorbike,865,302,46,63
79,5,motorbike,980,296,41,59
79,1,bigcar,327,310,71,67
80,1,smallcar,727,271,76,39
80,4,smallcar,1041,300,42,69
80,1,motorbike,862,303,46,62
80,5,motorbike,976,295,44,61
80,1,bigcar,327,310,71,67
81,1,smallcar,727,271,76,39
81,4,smallcar,1041,300,43,70
81,1,motorbike,858,304,46,62
81,5,motorbike,973,295,44,62
81,1,bigcar,328,310,70,67
82,1,smallcar,727,271,76,39
82,4,smallcar,1039,300,45,70
82,1,motorbike,854,305,47,61
82,5,motorbike,970,293,46,64
82,1,bigcar,328,311,69,66
83,1,smallcar,727,271,76,39
83,4,smallcar,1038,300,46,71
83,1,motorbike,851,305,46,61
83,5,motorbike,969,292,46,65
83,1,bigcar,328,311,69,66
84,1,smallcar,727,271,76,39
84,4,smallcar,1038,300,46,70
84,1,motorbike,846,305,47,62
84,5,motorbike,965,294,46,63
84,1,bigcar,328,311,69,66
85,1,smallcar,727,271,76,39
85,4,smallcar,1037,300,47,70
85,1,motorbike,842,305,48,61
85,5,motorbike,963,295,45,62
85,1,bigcar,328,311,69,66
86,1,smallcar,727,271,76,39
86,4,smallcar,1037,301,47,69
86,1,motorbike,838,306,47,61
86,5,motorbike,960,296,45,61
86,1,bigcar,328,311,69,66
87,1,smallcar,727,271,76,39
87,4,smallcar,1036,302,47,68
87,1,motorbike,834,307,47,60
87,5,motorbike,957,298,43,59
87,1,bigcar,328,311,69,66
88,1,smallcar,727,271,76,39
88,4,smallcar,1036,302,47,68
88,5,smallcar,1012,290,41,55
88,1,motorbike,828,306,48,62
88,5,motorbike,954,299,43,58
88,1,bigcar,328,311,69,66
89,1,smallcar,727,271,76,39
89,4,smallcar,1035,302,48,67
89,5,smallcar,1010,290,42,55
89,1,motorbike,824,308,47,61
89,5,motorbike,949,299,44,58
89,1,bigcar,328,311,69,66
89,1,person,808,277,14,31
90,1,smallcar,727,271,76,39
90,4,smallcar,1035,303,48,66
90,1,motorbike,819,308,47,61
90,5,motorbike,945,297,45,61
90,1,bigcar,328,311,69,66
90,1,person,808,277,14,31
91,1,smallcar,727,271,75,39
91,4,smallcar,1034,302,49,67
91,1,motorbike,816,309,47,60
91,5,motorbike,941,296,47,63
91,12,motorbike,1006,291,40,55
91,13,motorbike,979,271,28,64
91,1,bigcar,327,310,71,67
91,1,person,808,277,14,31
92,1,smallcar,728,272,73,38
92,4,smallcar,1034,303,49,66
92,5,smallcar,1005,291,40,53
92,1,motorbike,811,309,48,61
92,5,motorbike,938,296,48,64
92,12,motorbike,1004,291,40,55
92,13,motorbike,978,271,29,66
92,1,bigcar,328,311,69,66
92,1,person,808,277,14,31
93,1,smallcar,728,272,73,38
93,4,smallcar,1033,303,50,66
93,5,smallcar,1003,293,39,51
93,1,motorbike,806,310,48,60
93,5,motorbike,935,299,46,61
93,13,motorbike,977,271,30,67
93,1,bigcar,328,311,69,66
93,1,person,807,277,15,31
94,1,smallcar,727,272,75,38
94,4,smallcar,1032,303,51,66
94,5,smallcar,1001,293,40,51
94,1,motorbike,801,308,50,63
94,5,motorbike,931,300,45,60
94,1,bigcar,328,311,69,66
94,1,person,807,277,15,32
95,1,smallcar,727,271,75,39
95,4,smallcar,1031,303,51,66
95,1,motorbike,796,308,51,64
95,5,motorbike,927,301,45,59
95,1,bigcar,328,311,69,66
95,1,person,806,276,15,33
96,1,smallcar,727,271,75,39
96,4,smallcar,1031,303,51,66
96,1,motorbike,790,308,51,64
96,5,motorbike,921,300,46,60
96,1,bigcar,328,311,69,66
96,1,person,806,276,15,34
97,1,smallcar,727,271,75,39
97,4,smallcar,1029,302,53,68
97,1,motorbike,786,310,49,63
97,5,motorbike,919,300,46,61
97,1,bigcar,328,311,69,66
97,1,person,806,276,15,34
98,1,smallcar,727,271,75,39
98,4,smallcar,1028,302,55,68
98,1,motorbike,781,312,49,61
98,5,motorbike,915,299,47,63
98,1,bigcar,328,311,69,66
98,1,person,806,276,15,33
99,1,smallcar,727,271,75,39
99,4,smallcar,1028,303,55,67
99,1,motorbike,777,312,50,62
99,5,motorbike,911,298,49,65
99,14,motorbike,977,281,40,69
99,1,bigcar,328,311,69,66
99,1,person,806,276,16,33
100,1,smallcar,727,271,75,39
100,4,smallcar,1028,303,55,66
100,1,motorbike,772,313,50,62
100,5,motorbike,907,295,51,68
100,14,motorbike,975,279,41,71
100,1,bigcar,328,311,69,66
100,1,person,806,276,15,33
101,1,smallcar,727,271,75,39
101,4,smallcar,1027,302,56,68
101,1,motorbike,767,313,50,62
101,5,motorbike,904,295,51,68
101,14,motorbike,972,281,41,70
101,1,bigcar,328,311,69,66
101,1,person,806,276,16,33
102,1,smallcar,727,271,75,39
102,4,smallcar,1026,302,57,68
102,1,motorbike,763,313,50,63
102,5,motorbike,904,295,50,68
102,14,motorbike,973,286,38,66
102,1,bigcar,328,311,69,66
102,1,person,806,276,15,33
103,1,smallcar,727,271,75,39
103,4,smallcar,1026,302,57,68
103,1,motorbike,757,313,51,64
103,5,motorbike,899,299,48,65
103,14,motorbike,972,288,38,65
103,1,bigcar,328,311,69,66
103,1,person,806,276,16,33
104,1,smallcar,727,271,75,39
104,4,smallcar,1025,303,57,67
104,1,motorbike,752,314,50,63
104,5,motorbike,895,301,47,63
104,14,motorbike,970,288,39,65
104,1,bigcar,328,311,69,66
104,1,person,806,275,16,34
105,1,smallcar,727,271,75,39
105,4,smallcar,1024,303,58,68
105,1,motorbike,747,314,51,64
105,5,motorbike,891,303,46,62
105,14,motorbike,968,288,39,65
105,1,bigcar,328,311,69,66
105,1,person,806,275,16,33
106,1,smallcar,727,271,75,39
106,4,smallcar,1024,303,59,68
106,1,motorbike,741,316,51,63
106,5,motorbike,886,303,47,63
106,14,motorbike,964,285,43,69
106,1,bigcar,328,311,69,66
106,1,person,807,276,15,32
107,1,smallcar,727,271,75,39
107,4,smallcar,1023,303,61,68
107,1,motorbike,736,316,51,63
107,5,motorbike,882,305,47,62
107,14,motorbike,963,291,41,64
107,1,bigcar,328,311,69,66
107,1,person,807,277,15,31
108,1,smallcar,727,271,75,39
108,4,smallcar,1023,303,61,68
108,1,motorbike,730,315,53,66
108,5,motorbike,878,306,47,61
108,14,motorbike,962,292,41,63
108,1,bigcar,328,311,69,66
108,1,person,807,277,15,31
109,1,smallcar,727,271,75,39
109,4,smallcar,1023,303,61,67
109,1,motorbike,724,314,53,67
109,5,motorbike,875,307,46,60
109,1,bigcar,327,310,71,67
109,1,person,807,277,15,31
110,1,smallcar,727,271,75,39
110,4,smallcar,1022,303,63,68
110,1,motorbike,718,314,53,67
110,5,motorbike,870,308,46,59
110,1,bigcar,327,310,71,67
110,1,person,807,277,15,31
111,1,smallcar,728,271,74,39
111,4,smallcar,1022,303,63,68
111,1,motorbike,713,314,55,69
111,5,motorbike,866,310,46,58
111,1,bigcar,327,310,71,67
111,1,person,807,277,15,31
112,1,smallcar,728,271,74,39
112,4,smallcar,1021,303,64,68
112,1,motorbike,708,315,54,68
112,5,motorbike,861,310,47,58
112,1,bigcar,327,311,71,66
112,1,person,807,277,15,31
113,1,smallcar,728,271,74,39
113,4,smallcar,1021,303,63,68
113,1,motorbike,703,318,52,65
113,5,motorbike,857,311,47,58
113,14,motorbike,940,294,41,63
113,1,bigcar,328,311,69,66
113,1,person,808,277,14,31
114,1,smallcar,728,271,74,39
114,4,smallcar,1020,303,64,67
114,1,motorbike,698,320,51,64
114,5,motorbike,853,312,46,56
114,14,motorbike,934,295,42,63
114,1,bigcar,327,310,71,67
115,1,smallcar,728,271,74,39
115,4,smallcar,1019,302,66,69
115,1,motorbike,692,320,51,64
115,5,motorbike,848,312,47,56
115,14,motorbike,930,296,43,62
115,1,bigcar,327,310,71,67
116,1,smallcar,728,271,74,39
116,4,smallcar,1019,302,67,69
116,1,motorbike,686,319,52,66
116,5,motorbike,843,311,47,57
116,14,motorbike,924,292,46,66
116,1,bigcar,327,310,71,67
116,1,person,807,277,15,31
117,1,smallcar,728,271,74,39
117,4,smallcar,1019,302,67,69
117,1,motorbike,680,320,52,65
117,5,motorbike,837,311,49,58
117,14,motorbike,921,296,44,63
117,1,bigcar,327,310,71,67
117,1,person,807,277,15,31
119,1,smallcar,728,271,74,39
119,4,smallcar,1019,302,67,69
119,1,motorbike,675,320,51,65
119,5,motorbike,832,309,50,61
119,14,motorbike,918,297,44,62
119,1,bigcar,327,310,71,67
119,1,person,807,277,15,31
120,1,smallcar,728,271,74,39
120,4,smallcar,1018,301,68,70
120,1,motorbike,668,320,52,66
120,5,motorbike,828,310,50,60
120,14,motorbike,912,295,46,64
120,1,bigcar,327,310,71,67
120,1,person,807,277,15,31
121,1,smallcar,728,271,74,39
121,4,smallcar,1016,299,71,73
121,1,motorbike,662,319,53,68
121,5,motorbike,824,310,50,61
121,14,motorbike,907,292,49,67
121,1,bigcar,328,310,70,67
121,1,person,807,277,15,31
122,1,smallcar,728,271,74,39
122,4,smallcar,1016,298,72,75
122,1,motorbike,656,317,55,70
122,5,motorbike,820,311,50,61
122,14,motorbike,902,290,50,69
122,1,bigcar,327,310,71,67
122,1,person,807,277,15,31
123,1,smallcar,728,271,74,39
123,4,smallcar,1017,300,69,72
123,1,motorbike,649,319,56,71
123,5,motorbike,815,314,50,59
123,14,motorbike,898,289,50,71
123,1,bigcar,327,310,71,67
123,1,person,807,277,15,31
124,1,smallcar,727,271,75,39
124,4,smallcar,1017,299,71,73
124,1,motorbike,643,319,56,71
124,5,motorbike,812,315,47,58
124,14,motorbike,896,293,47,67
124,1,bigcar,327,309,71,68
124,1,person,807,277,15,31
125,1,smallcar,727,271,75,39
125,4,smallcar,1016,298,72,75
125,1,motorbike,636,321,56,70
125,5,motorbike,807,315,48,58
125,14,motorbike,893,297,45,63
125,1,bigcar,327,309,71,68
126,1,smallcar,727,271,75,39
126,4,smallcar,1016,298,71,75
126,1,motorbike,631,323,55,69
126,5,motorbike,801,313,50,61
126,14,motorbike,889,300,44,61
126,1,bigcar,327,309,71,68
126,1,person,807,277,15,32
127,1,smallcar,727,271,75,39
127,4,smallcar,1016,298,71,75
127,1,motorbike,624,322,56,71
127,5,motorbike,796,313,51,62
127,14,motorbike,884,300,45,63
127,1,person,807,277,15,32
128,1,smallcar,727,271,75,39
128,4,smallcar,1016,300,70,72
128,1,motorbike,619,323,55,71
128,5,motorbike,791,312,52,63
128,14,motorbike,879,300,47,64
128,1,person,807,277,15,32
129,1,smallcar,727,271,75,39
129,4,smallcar,1017,300,69,72
129,1,motorbike,613,324,55,70
129,5,motorbike,785,312,53,64
129,14,motorbike,876,302,45,63
129,1,person,807,277,15,32
130,1,smallcar,727,271,75,39
130,4,smallcar,1017,300,69,72
130,1,motorbike,608,327,53,68
130,5,motorbike,781,313,52,64
130,14,motorbike,872,304,45,61
131,1,smallcar,727,271,75,39
131,4,smallcar,1015,299,71,73
131,1,motorbike,602,328,53,68
131,5,motorbike,776,314,51,63
131,14,motorbike,868,304,46,62
131,1,bigcar,328,310,70,67
132,1,smallcar,727,271,75,39
132,4,smallcar,1014,298,73,75
132,5,motorbike,772,314,50,63
132,14,motorbike,865,305,45,62
132,1,bigcar,327,309,71,68
133,1,smallcar,727,271,75,39
133,4,smallcar,1015,298,71,75
133,1,motorbike,589,330,52,67
133,5,motorbike,767,315,51,62
133,14,motorbike,859,306,46,61
133,1,bigcar,327,309,71,68
134,1,smallcar,727,271,75,39
134,4,smallcar,1015,298,71,75
134,1,motorbike,583,331,52,67
134,5,motorbike,762,315,51,64
134,14,motorbike,855,306,46,61
134,1,bigcar,327,309,71,68
135,1,smallcar,728,271,74,39
135,4,smallcar,1016,300,69,72
135,5,motorbike,757,317,51,63
135,1,bigcar,327,308,71,69
136,1,smallcar,727,271,76,39
136,4,smallcar,1016,300,69,72
136,5,motorbike,751,318,51,63
136,14,motorbike,844,307,46,61
136,1,bigcar,328,309,69,67
137,1,smallcar,728,271,75,39
137,4,smallcar,1016,301,69,70
137,5,motorbike,746,319,51,63
137,14,motorbike,839,309,46,59
137,16,motorbike,805,276,19,32
137,1,bigcar,328,309,69,67
138,1,smallcar,728,271,75,39
138,4,smallcar,1016,301,69,70
138,5,motorbike,741,319,51,63
138,14,motorbike,834,310,46,59
138,16,motorbike,805,276,19,32
138,1,bigcar,329,310,68,65
139,1,smallcar,728,271,77,39
139,4,smallcar,1016,300,69,71
139,5,motorbike,736,321,50,62
139,14,motorbike,829,310,46,59
139,16,motorbike,805,277,19,31
139,1,bigcar,329,310,68,66
140,1,smallcar,728,271,76,39
140,4,smallcar,1016,300,69,71
140,5,motorbike,729,319,53,65
140,14,motorbike,824,309,47,60
140,16,motorbike,805,277,19,31
140,17,motorbike,545,336,55,65
140,1,bigcar,328,310,69,66
141,1,smallcar,728,271,75,39
141,4,smallcar,1016,300,69,71
141,5,motorbike,724,319,53,66
141,14,motorbike,817,310,48,60
141,16,motorbike,806,277,17,31
141,17,motorbike,536,332,59,70
141,1,bigcar,328,309,69,67
142,1,smallcar,727,271,75,39
142,4,smallcar,1016,300,69,71
142,5,motorbike,719,320,53,65
142,14,motorbike,813,311,48,60
142,16,motorbike,806,277,17,31
142,17,motorbike,531,331,60,72
142,1,bigcar,329,310,68,65
143,1,smallcar,728,271,75,39
143,4,smallcar,1016,301,69,70
143,5,motorbike,715,322,51,63
143,14,motorbike,808,311,49,60
143,16,motorbike,806,277,17,31
143,17,motorbike,527,339,54,64
143,1,bigcar,328,309,70,67
144,1,smallcar,728,271,75,39
144,4,smallcar,1016,301,69,70
144,5,motorbike,709,322,51,63
144,14,motorbike,801,309,51,64
144,16,motorbike,806,277,17,31
144,17,motorbike,521,341,51,63
144,1,bigcar,328,309,70,67
145,1,smallcar,728,271,75,39
145,4,smallcar,1014,299,72,73
145,5,motorbike,703,322,52,64
145,14,motorbike,797,311,50,62
145,16,motorbike,806,277,17,31
145,17,motorbike,513,342,52,63
145,1,bigcar,328,309,70,67
146,1,smallcar,728,271,75,39
146,4,smallcar,1014,299,72,74
146,5,motorbike,697,322,53,65
146,14,motorbike,792,312,50,61
146,16,motorbike,806,277,17,31
146,17,motorbike,508,344,51,62
146,1,bigcar,328,309,70,67
147,1,smallcar,728,271,75,39
147,4,smallcar,1015,300,70,72
147,5,motorbike,692,322,52,64
147,14,motorbike,786,313,50,60
147,16,motorbike,806,277,17,31
147,17,motorbike,501,345,50,62
147,1,bigcar,328,309,70,67
148,1,smallcar,728,271,75,39
148,4,smallcar,1015,300,70,72
148,5,motorbike,686,322,53,65
148,14,motorbike,780,313,51,62
148,16,motorbike,806,277,17,31
148,17,motorbike,495,346,50,61
148,1,bigcar,327,308,71,68
149,1,smallcar,728,271,77,39
149,4,smallcar,1015,301,70,70
149,5,motorbike,680,323,53,65
149,14,motorbike,774,313,53,64
149,16,motorbike,806,277,17,31
149,17,motorbike,488,347,51,62
149,1,bigcar,328,309,70,67
150,1,smallcar,727,271,78,39
150,4,smallcar,1016,301,70,70
150,5,motorbike,675,324,53,65
150,14,motorbike,768,312,53,65
150,16,motorbike,806,277,17,31
150,17,motorbike,481,347,51,63
150,1,bigcar,328,309,70,67
151,1,smallcar,728,271,76,39
151,4,smallcar,1016,301,70,70
151,5,motorbike,670,326,52,63
151,14,motorbike,763,312,53,65
151,16,motorbike,806,277,17,31
151,17,motorbike,474,347,52,64
151,1,bigcar,327,308,72,68
152,1,smallcar,727,271,77,40
152,4,smallcar,1015,301,71,70
152,5,motorbike,665,326,51,64
152,14,motorbike,758,314,52,63
152,16,motorbike,806,277,17,31
152,17,motorbike,468,347,51,65
152,1,bigcar,327,308,71,68
153,1,smallcar,727,271,77,39
153,4,smallcar,1015,301,71,70
153,5,motorbike,658,326,53,65
153,14,motorbike,753,316,50,61
153,16,motorbike,806,277,17,31
153,1,bigcar,327,308,72,68
154,1,smallcar,728,271,77,39
154,4,smallcar,1015,301,71,70
154,5,motorbike,653,328,52,64
154,14,motorbike,748,318,49,59
154,16,motorbike,806,277,17,31
154,1,bigcar,327,308,72,69
155,1,smallcar,728,270,78,40
155,4,smallcar,1015,301,71,70
155,5,motorbike,647,330,51,62
155,14,motorbike,742,319,49,59
155,16,motorbike,806,277,17,31
155,1,bigcar,327,308,72,69
156,1,smallcar,728,270,78,40
156,4,smallcar,1015,301,71,70
156,5,motorbike,642,330,51,63
156,14,motorbike,736,319,51,60
156,16,motorbike,806,277,17,31
156,1,bigcar,327,308,72,69
157,1,smallcar,728,270,78,40
157,4,smallcar,1014,299,72,73
157,5,motorbike,636,331,51,62
157,14,motorbike,730,318,52,62
157,16,motorbike,806,277,17,31
157,1,bigcar,327,308,72,69
158,1,smallcar,728,270,79,40
158,4,smallcar,1014,299,72,73
158,5,motorbike,629,331,51,63
158,14,motorbike,724,318,52,63
158,16,motorbike,806,277,17,31
158,1,bigcar,327,308,72,69
159,1,smallcar,727,271,78,39
159,4,smallcar,1014,299,72,73
159,5,motorbike,623,331,52,64
159,14,motorbike,718,318,53,64
159,16,motorbike,806,277,17,31
159,1,bigcar,327,308,72,69
160,1,smallcar,727,271,77,39
160,4,smallcar,1013,299,73,73
160,5,motorbike,617,331,52,64
160,14,motorbike,713,317,54,65
160,16,motorbike,806,277,17,31
160,1,bigcar,327,308,71,69
161,1,smallcar,727,271,77,39
161,4,smallcar,1013,298,73,75
161,5,motorbike,611,331,53,66
161,14,motorbike,707,318,54,65
161,16,motorbike,806,277,17,31
161,1,bigcar,328,308,70,68
162,1,smallcar,727,271,77,39
162,4,smallcar,1013,298,73,75
162,5,motorbike,605,333,52,64
